TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag5_T1P_T2A,5,P,A,8,13,7,3,16,leaf blower,Did you see the leaf blower?,0.2,0.016,JPG\,printer02,leaf02a,cauliflower01,sock01a,earrings01,paintbrush01,ruler05,leafblower01,belt02a,shirt02,key01,match,cigarette,scissors01,envelope03a,blueberry01,None,leafblower01,printer02,leaf02a,cauliflower01,sock01a,earrings01,paintbrush01,ruler05,orange,belt02a,shirt02,key01,match,cigarette,scissors01,envelope03a,blueberry01,0,61,61,323,,,,,,,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,,,239.46560129999125,240.47725729999365,240.46074759999465,241.08121299999766,241.08121299999766,None,242.09613679999893,None,right,0.5678189000027487,242.09613679999893,None,242.6939568999951,None,left,0.07075590000022203,242.6939568999951,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,baseball bat,Did you see the baseball bat?,0.2,0.016,JPG\,pizza,printer02,medal02b,spoon01,baseballbat,lighter01,belt02a,watermelon01,celery,blender,screw02,comb02a,cauliflower01,lipstick02a,potato02b,None,None,baseballbat,pizza,printer02,medal02b,spoon01,grape01,lighter01,belt02a,watermelon01,celery,battery02b,screw02,comb02a,cauliflower01,lipstick02a,potato02b,staples,0,62,62,170,,,,,,,,,,,,,,,,,,,,,242.79690149999806,243.81072329999006,243.79422779999732,244.42355919998954,244.42355919998954,None,245.42435229998955,None,right,0.7068958000018029,245.42435229998955,None,246.16047649999382,None,left,0.07541039999341592,246.16047649999382,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,helicopter,Did you see the helicopter?,0.2,0.016,JPG\,broom01,globe,cellphone,tableknife02,cauliflower01,scissors01,ring01,helicopter,blender,toaster01,cigarette,grape01,microscope,cucumber,None,None,None,helicopter,broom01,globe,cellphone,tableknife02,cauliflower01,scissors01,ring01,umbrella04,rice,toaster01,cigarette,grape01,microscope,cucumber,lamp04a,brick,0,63,63,85,,,,,,,,,,,,,,,,,,,,,246.2871887999936,247.29382469999837,247.27722399999038,247.8716182999924,247.8716182999924,None,248.94530340000347,None,right,0.506074200005969,248.94530340000347,None,249.47719700000016,None,left,0.06471540000347886,249.47719700000016,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,4,13,None,Did you see the ?,0.2,0.016,JPG\,pizza,strawberry,potato02b,speaker04,battery02b,iron01b,dice05a,cellphone,blender,banana01,medal02b,baseball01a,toaster01,None,None,None,None,None,pizza,strawberry,potato02b,speaker04,battery02b,iron01b,dice05a,cellphone,globe,banana01,medal02b,baseball01a,toaster01,broom01,ring01,cherry01,0,64,64,354,,,,,,,,,,,,,,,,,,,,,249.56047799999942,250.56047879999096,250.54381499999727,251.1796672999917,251.1796672999917,None,252.24804120000044,253.26040040000225,right,4.085614900002838,252.24804120000044,None,256.36042779999843,None,left,0.11384230000840034,256.36042779999843,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,4,15,Duct tape,Did you see the Duct tape?,0.2,0.016,JPG\,pizza,strawberry,potato02b,speaker04,battery02b,ducttape,dice05a,cellphone,globe,banana01,blender,baseball01a,toaster01,broom01,ring01,None,None,ducttape,pizza,strawberry,potato02b,speaker04,battery02b,iron01b,dice05a,cellphone,globe,banana01,medal02b,baseball01a,toaster01,broom01,ring01,cherry01,0,65,65,259,,,,,,,,,,,,,,,,,,,,,256.4971131999919,257.5103725999943,257.4936895999999,258.15217709999706,258.15217709999706,None,259.2738731999998,None,right,0.5146227000077488,259.2738731999998,None,259.8103773000039,None,left,0.07413439999800175,259.8103773000039,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,3,14,None,Did you see the ?,0.2,0.016,JPG\,battery02b,sunglasses04,pear01,tennisball01b,clock01a,speaker04,binoculars01b,spoon01,umbrella04,pineapple01a,blender,grape01,blueberry01,violin,None,None,None,None,battery02b,sunglasses04,pear01,tennisball01b,clock01a,speaker04,binoculars01b,spoon01,umbrella04,pineapple01a,avocado01,grape01,blueberry01,violin,strawberry,sock01a,0,66,66,426,,,,,,,,,,,,,,,,,,,,,259.96311579999747,260.97696610000276,260.96030049999536,261.5734061999974,261.5734061999974,None,262.577627199993,None,right,0.7289855999988504,262.577627199993,None,263.32721439999295,None,left,0.054011100000934675,263.32721439999295,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,3,14,None,Did you see the ?,0.2,0.016,JPG\,globe,belt02a,sponge01,violin,fork03c,tomato01,clock01a,microscope,balloon01b,scarf,blender,pen04b,brick,earrings01,None,None,None,None,globe,belt02a,sponge01,violin,fork03c,tomato01,clock01a,microscope,balloon01b,scarf,teabag,pen04b,brick,earrings01,speaker04,screwdriver04b,0,67,67,406,,,,,,,,,,,,,,,,,,,,,263.41574309999123,264.4270009000029,264.41036379999423,265.04155169999285,265.04155169999285,None,266.1438708999922,267.1435533999902,right,1.356323500003782,266.1438708999922,None,267.5269200999901,None,left,0.07813480000186246,267.5269200999901,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,3,11,Armadillo,Did you see the Armadillo?,0.2,0.016,JPG\,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,microscope,armadillo,paintbrush01,scarf,clock04,sponge01,None,None,None,None,None,None,armadillo,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,microscope,comb02a,paintbrush01,scarf,clock04,sponge01,iron01b,watch02a,celery,ring01,ashtray01,0,68,68,271,,,,,,,,,,,,,,,,,,,,,267.6300104999973,268.6434767000028,268.626898100003,269.2488297999953,269.2488297999953,None,270.3466972000024,None,right,0.8496770000056131,270.3466972000024,None,271.22683689999394,None,left,0.0663051000010455,271.22683689999394,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,8,9,7,5,14,Fridge,Did you see the Fridge?,0.2,0.016,JPG\,cherry01,bagel,envelope03a,condom,shirt02,cellphone,sewingmachine01a,fridge,battery02b,apple07,pencil01,screwdriver04b,strawberry,sunglasses04,None,None,None,fridge,cherry01,bagel,envelope03a,condom,shirt02,cellphone,sewingmachine01a,candle08b,battery02b,apple07,pencil01,screwdriver04b,strawberry,sunglasses04,feather03a,rice,0,69,69,264,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,,,,,271.3101386999915,272.3101575999899,272.29351200000383,272.9104095999937,272.9104095999937,None,273.936830199993,None,right,0.5560964000032982,273.936830199993,None,274.5101900000009,None,left,0.07255740000982769,274.5101900000009,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,turtle,Did you see the turtle?,0.2,0.016,JPG\,chain01,pen04b,bowl02a,watermelon01,broom01,seaturtle,measuringcup01,candle01,hammer01,calculator01,ashtray01,feather03a,sewingmachine01a,thermometer02b,umbrella04,blueberry01,None,seaturtle,chain01,pen04b,bowl02a,watermelon01,broom01,scissors01,measuringcup01,candle01,hammer01,calculator01,ashtray01,feather03a,sewingmachine01a,thermometer02b,umbrella04,blueberry01,0,70,70,347,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,274.6181507000001,275.62672689999454,275.6100928999949,276.2145526999957,276.2145526999957,None,277.25560730000143,None,right,0.5663675999967381,277.25560730000143,None,277.8434150999965,None,left,0.0792626000038581,277.8434150999965,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,8,13,7,4,17,None,Did you see the ?,0.2,0.016,JPG\,globe,broccoli01a,binoculars01b,iron01b,avocado01,staples,pineapple01a,sandal,fan,pizza,celery,blueberry01,blender,dice05a,watermelon01,candy,0,None,globe,broccoli01a,binoculars01b,iron01b,avocado01,staples,pineapple01a,sandal,fan,pizza,celery,blueberry01,sewingmachine01a,dice05a,watermelon01,candy,0,71,71,430,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,,,,,,,,277.94457140000304,278.96003079999355,278.9433495999983,279.580017699991,279.580017699991,None,280.593306499999,None,right,0.46466560001135804,280.593306499999,None,281.07667349999247,None,left,0.08308390001184307,281.07667349999247,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,fortune cookie,Did you see the fortune cookie?,0.2,0.016,JPG\,scissors01,grape01,mushroom01,toiletpaper01a,greenolive,fortunecookie,blender,ashtray01,carrot01,pineapple01a,None,None,None,None,None,None,None,fortunecookie,scissors01,grape01,mushroom01,toiletpaper01a,greenolive,pizza,cigarette,ashtray01,carrot01,pineapple01a,condom,lipstick02a,teabag,stapler03a,potato02b,violin,0,72,72,42,,,,,,,,,,,,,,,,,,,,,281.1765946999949,282.1767058999976,282.1767058999976,282.78458469999896,282.78458469999896,None,283.8839052999974,None,right,0.5223763000103645,283.8839052999974,None,284.4265907999943,None,left,0.086348500000895,284.4265907999943,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,candy cane,Did you see the candy cane?,0.2,0.016,JPG\,shirt02,match,screw02,condom,candycane01a,blender,sewingmachine01a,watch02a,button01,comb02a,dice05a,None,None,None,None,None,None,candycane01a,shirt02,match,screw02,condom,blueberry01,pineapple01a,sewingmachine01a,watch02a,button01,comb02a,dice05a,measuringcup01,lipstick02a,printer02,carrot01,watermelon01,0,73,73,9,,,,,,,,,,,,,,,,,,,,,284.5463846999919,285.56019570000353,285.54352199999266,286.1732616999943,286.1732616999943,None,287.1765594000026,None,right,0.5303408000036143,287.1765594000026,None,287.7265788999939,None,left,0.08308920000854414,287.7265788999939,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2A,5,A,A,5,10,4,4,14,None,Did you see the ?,0.2,0.016,JPG\,celery,pencil01,fan,condom,iron01b,shirt02,potato02b,fork03c,button01,pineapple01a,baseball01a,printer02,cauliflower01,staples,None,None,None,None,celery,pencil01,fan,condom,iron01b,shirt02,potato02b,fork03c,button01,pineapple01a,baseball01a,printer02,cauliflower01,staples,cigarette,screwdriver04b,0,74,74,462,,,,,,,,,,,,,,,,,,,,,287.8721171999932,288.8765232000005,288.859918999995,289.47413940000115,289.47413940000115,None,290.54668010000023,None,right,0.7288379999954486,290.54668010000023,None,291.2931685999938,None,left,0.07332080000196584,291.2931685999938,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,7,12,6,4,16,None,Did you see the ?,0.2,0.016,JPG\,fork03c,plate01b,toiletpaper01a,greenolive,rice,blueberry01,onion,calculator01,envelope03a,orange,book01b,blender,sewingmachine01a,brick,watermelon01,pen04b,None,None,fork03c,plate01b,toiletpaper01a,greenolive,rice,blueberry01,onion,calculator01,envelope03a,orange,book01b,pencil01,sewingmachine01a,brick,watermelon01,pen04b,0,75,75,439,,,,,,,,,,,,,,,,,,,,,291.39678979999735,292.4097996999917,292.39320799999405,292.996473399995,292.996473399995,None,294.0847483999969,None,right,0.48804509999172296,294.0847483999969,None,294.5931527999928,None,left,0.05254770000465214,294.5931527999928,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,jeans,Did you see the jeans?,0.2,0.016,JPG\,iron01b,brick,broccoli01a,balloon01b,tomato01,apple07,jeans01,blender,scissors01,pineapple01a,onion,None,None,None,None,None,None,jeans01,iron01b,brick,broccoli01a,balloon01b,tomato01,apple07,sandal,teabag,scissors01,pineapple01a,onion,measuringcup01,sock01a,book01b,eraser,calculator01,0,76,76,106,,,,,,,,,,,,,,,,,,,,,294.67960329999914,295.69343579999986,295.67673999999533,296.3015433999972,296.3015433999972,None,297.35515309999755,None,right,0.5967481000116095,297.35515309999755,None,297.9765189000027,None,left,0.06016550000640564,297.9765189000027,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,owl,Did you see the owl?,0.2,0.016,JPG\,paintbrush01,eraser,medal02b,hammer01,speaker04,greathornowl,blender,comb02a,plate01b,clock01a,button01,globe,None,None,None,None,None,greathornowl,paintbrush01,eraser,medal02b,hammer01,speaker04,balloon01b,spoon01,comb02a,plate01b,clock01a,button01,globe,sunglasses04,pen04b,condom,lighter01,0,77,77,1,,,,,,,,,,,,,,,,,,,,,298.11333130000276,299.1264117999963,299.1097485999926,299.71117599999707,299.71117599999707,None,300.7902888999961,301.7930683000013,right,1.697384700004477,300.7902888999961,None,302.50978219999524,None,left,0.08957919999375008,302.50978219999524,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,8,9,7,4,13,None,Did you see the ?,0.2,0.016,JPG\,brick,plate01b,pen04b,toaster01,screwdriver04b,candle01,envelope03a,feather03a,ruler05,ring01,orange,clock01a,lighter01,None,None,None,None,None,brick,plate01b,pen04b,toaster01,screwdriver04b,candle01,envelope03a,feather03a,ruler05,ring01,orange,clock01a,lighter01,calculator01,mushroom01,chain01,0,78,78,446,,,,,,,,,,,,,,,,,,,,,302.63332320000336,303.64299599999504,303.6292869000026,304.3694778999925,304.2433996999898,None,305.3452974999964,None,right,0.43665239999245387,305.3452974999964,None,305.8096105000004,None,left,0.05829990000347607,305.8096105000004,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,3,13,Jellyfish,Did you see the Jellyfish?,0.2,0.016,JPG\,printer02,envelope03a,potato02b,calculator01,jellyfish,cigarette,ashtray01,ruler05,broom01,blender,candle08b,battery02b,strawberry,None,None,None,None,jellyfish,printer02,envelope03a,potato02b,calculator01,tableknife02,cigarette,ashtray01,ruler05,broom01,greenolive,candle08b,battery02b,strawberry,candle01,condom,tennisball01b,0,79,79,136,,,,,,,,,,,,,,,,,,,,,305.90146199999435,306.9096109999955,306.8929646000033,307.50642769999104,307.50642769999104,None,308.5730312999949,None,right,0.15323230001376942,308.5730312999949,None,308.7429242999933,None,left,0.09527299999899697,308.7429242999933,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,Bow,Did you see the Bow?,0.2,0.016,JPG\,broom01,plate01b,scissors01,garlic01a,paintbrush01,bow,blender,shirt02,speaker04,celery,sandal,None,None,None,None,None,None,bow,broom01,plate01b,scissors01,garlic01a,paintbrush01,belt02a,calculator01,shirt02,speaker04,celery,sandal,fan,binoculars01b,tableknife02,key01,cauliflower01,0,80,80,53,,,,,,,,,,,,,,,,,,,,,308.8595418999903,309.8597276999935,309.8431847000029,310.4429952999926,310.4429952999926,None,311.45693539999775,None,right,0.018933700004708953,311.45693539999775,None,311.4928712999972,None,left,0.07985730000655167,311.4928712999972,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,4,12,skunk,Did you see the skunk?,0.2,0.016,JPG\,fan,tomato01,candy,screwdriver04b,umbrella04,cd,skunk,blender,button01,plate01b,earrings01,lighter01,None,None,None,None,None,skunk,fan,tomato01,candy,screwdriver04b,umbrella04,cd,thermometer02b,apple07,button01,plate01b,earrings01,lighter01,clock01a,envelope03a,clock04,cigarette,0,81,81,48,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,,,,311.59292689998983,312.59319620000315,312.59319620000315,313.2211171999952,313.2211171999952,None,314.24878850000096,None,right,0.44276090001221746,314.24878850000096,None,314.7095440999983,None,left,0.07385260000592098,314.7095440999983,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,4,14,bird,Did you see the bird?,0.2,0.016,JPG\,globe,broccoli01a,binoculars01b,iron01b,sapsucker,staples,pineapple01a,sandal,fan,blender,celery,blueberry01,sewingmachine01a,dice05a,None,None,None,sapsucker,globe,broccoli01a,binoculars01b,iron01b,avocado01,staples,pineapple01a,sandal,fan,pizza,celery,blueberry01,sewingmachine01a,dice05a,watermelon01,candy,0,82,82,240,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,,,,,,,,,,,314.8094490999938,315.8096719000023,315.8096719000023,316.43483430000197,316.43483430000197,None,317.42943950000335,None,right,0.3664353000058327,317.42943950000335,None,317.8261846999958,None,left,0.04586589999962598,317.8261846999958,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,8,13,7,4,17,Drum set,Did you see the Drum set?,0.2,0.016,JPG\,pencil01,microscope,banana01,computerkeyboard02,celery,cellphone,scissors01,drumset,book01b,onion,dice05a,binoculars01b,baseball01a,iron01b,screw02,fork03c,0,drumset,pencil01,microscope,banana01,computerkeyboard02,celery,cellphone,scissors01,sock01a,book01b,onion,dice05a,binoculars01b,baseball01a,iron01b,screw02,fork03c,0,83,83,319,,,,,,,,,,,,,,,,,,,,,317.8959925999952,318.9094841999904,318.8927668999968,319.4940821999917,319.4940821999917,None,320.55790790000174,None,right,0.466925499989884,320.55790790000174,None,321.04308099999616,None,left,0.08186289999866858,321.04308099999616,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,7,12,6,3,15,Toy soldier,Did you see the Toy soldier?,0.2,0.016,JPG\,binoculars01b,bagel,pizza,candy,paintbrush01,sponge01,toysoldier01b,thermometer02b,speaker04,lemon02,lipstick02a,strawberry,candle01,stapler03a,plate01b,None,None,toysoldier01b,binoculars01b,bagel,pizza,candy,paintbrush01,sponge01,grape01,thermometer02b,speaker04,lemon02,lipstick02a,strawberry,candle01,stapler03a,plate01b,pen04b,0,84,84,310,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,,,321.15273929999967,322.1596473999962,322.14296070000273,322.756489899999,322.756489899999,None,323.81684469999163,None,right,0.4150156999967294,323.81684469999163,None,324.2593285999901,None,left,0.05163130001164973,324.2593285999901,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
