TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Practice_Trials.thisRepN,Practice_Trials.thisTrialN,Practice_Trials.thisN,Practice_Trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Practice_Ins.started,Practice_Ins.stopped,End_Prac_Ins.keys,End_Prac_Ins.rt,End_Prac_Ins.started,End_Prac_Ins.stopped,text_2.started,text_2.stopped,Fixation_Cross_2.started,Fixation_Cross_2.stopped,Rapid_Image_Present_2.started,Rapid_Image_Present_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,T1Response_2.started,T1Response_2.stopped,T2Response_2.started,T2Response_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,missingImage,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.343885200010845,None,space,0.6577622000186238,24.343885200010845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,Tennis racket,Did you see the Tennis racket?,0.05,0.016,JPG\,coconut,computermouse06,croissant01,deodorant02a,pillow01a,peanut01,boot02b,tennisracket,blender,crayon,eggplant,marker01a,plant01,radish01,blankImage,blankImage,blankImage,tennisracket,0,0,0,0,,,,,,,,,,,25.112672900024336,26.116066100017633,26.116066100017633,26.927681400004076,26.927681400004076,None,right,0.5329714999825228,27.514810600026976,None,27.514810600026976,None,28.06586650002282,None,right,0.14245149999624118,28.06586650002282,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,triangle,Did you see the triangle?,0.05,0.016,JPG\,ginger,mousetrap,plum01,slipper01b,coffeebeans,triangle,blender,pants,raspberry01,rope03,scale01a,vase01,blankImage,blankImage,blankImage,blankImage,blankImage,triangle,0,1,1,1,,,,,,,,,,,28.235956300020916,29.249153900018428,29.23250850001932,29.85462960001314,29.85462960001314,None,right,0.26378040001145564,30.516713900025934,None,30.516713900025934,None,30.799234000005526,None,right,0.13258790000691079,30.799234000005526,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,3,15,vacuum,Did you see the vacuum?,0.05,0.016,JPG\,fork07b,lightbulb01,manshoe,saw02b,shoelace,soap03a,vacuumcleaner01,floortile01,necklace,doll,cabbage,blender,hanger02a,laptop01a,nailpolish03b,blankImage,blankImage,vacuumcleaner01,0,2,2,2,,,,,,,,,,,30.957278800022323,31.965800400008447,31.94915120000951,32.56593609999982,32.56593609999982,None,right,0.3445015999895986,33.39770640002098,None,33.39770640002098,None,33.76601700001629,None,right,0.12102489999961108,33.76601700001629,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,Vulture,Did you see the Vulture?,0.05,0.016,JPG\,shorts01,toast,ramekin01,bib,vulture,cracker02,date,glasses01a,hat03b,blender,measuringtape01,nail,pill,brie,starfish01,blankImage,blankImage,vulture,0,3,3,3,,,,,,,,,,,33.931501400016714,34.93260120000923,34.93260120000923,35.56736630000523,35.56736630000523,None,right,0.3707093000120949,36.39152050000848,None,36.39152050000848,None,36.78244930002256,None,right,0.12735999998403713,36.78244930002256,None,resources\JPG\brie.jpg,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,washing machine,Did you see the washing machine?,0.05,0.016,JPG\,waterbottle03,wheel01,flashlight02b,zucchini01,washingmachine,headphones02b,nutcracker01,paintroller01,paperclip03,blender,ribbon04,tambourine01,bottleofredwine01,pitabread,pot02a,blankImage,blankImage,washingmachine,0,4,4,4,,,,,,,,,,,36.939540800027316,37.949083300016355,37.915666700020665,38.54194430002826,38.54194430002826,None,right,0.29944940001587383,39.42207660002168,None,39.42207660002168,None,39.74902370001655,None,right,0.13907759997528046,39.74902370001655,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2A,1,P,A,8,9,7,5,14,flower,Did you see the flower?,0.05,0.016,JPG\,razor01,axe01,binder03b,bowl01,kettle01,lettuce,lime,plasticflower01b,mitten04,pencilcase,plunger02,strawbasket01,toothpick02,wallet02a,blankImage,blankImage,blankImage,plasticflower01b,0,5,5,5,,,,,,,,,,,39.95474610000383,40.965657700027805,40.949029200011864,41.572992300003534,41.572992300003534,None,right,0.3193994000030216,42.2752654000069,None,42.2752654000069,None,42.61567850000574,None,right,0.13172320000012405,42.61567850000574,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2A,1,P,A,5,6,4,5,11,Webcam,Did you see the Webcam?,0.05,0.016,JPG\,pictureframe04,stapleremover,straw,adjustablewrench01b,webcam,cane,hairdryer02a,icepack,kiwi01a,lifejacket,piggybank,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,webcam,0,6,6,6,,,,,,,,,,,42.77060350001557,43.78242030000547,43.7658726000227,44.39516870002262,44.39516870002262,None,right,0.3222185999911744,45.026476800005184,None,45.026476800005184,None,45.36561740000616,None,right,0.1218135999806691,45.36561740000616,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,Wheat,Did you see the Wheat?,0.05,0.016,JPG\,bottleopener01,dentalfloss03b,cooler01,icecreamcone01a,cup01,wheat,pencilsharpener02a,plasticbasket01a,toycar04,apricot,hairclip02,rock01a,honeydewmelon,antenna,blackberry,cardboardbox,blankImage,wheat,0,7,7,7,,,,,,,,,,,45.51538700002129,46.51538090000395,46.49869070001296,47.10851200000616,47.10851200000616,None,right,0.368423600011738,48.104944100021385,None,48.104944100021385,None,48.49866040001507,None,right,0.1193780999747105,48.49866040001507,None,,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,bread,Did you see the bread?,0.05,0.016,JPG\,cleaver01,clipboard,dustpan,hikingshoe01,notebook03a,baguette01,playingcard,pliers02b,raisins,rollingpin01a,swimgoggles,wineglass01,fryingpan02a,safetypin,syringe01,thimble,blankImage,baguette01,0,8,8,8,,,,,,,,,,,48.68432340002619,49.699052900017705,49.682343500026036,50.28189160002512,50.28189160002512,None,right,0.4414902999997139,51.0708786000032,None,51.0708786000032,None,51.53204060002463,None,right,0.14725569999427535,51.53204060002463,None,resources\JPG\raisins.jpg,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,3,14,dog,Did you see the dog?,0.05,0.016,JPG\,bucket01a,doorlock,cookiecutter,fireextinguisher01,gluestick,highlighter02b,sportbag,spraybottle01,suitcase,thread02,blender,walnut01c,icecubetray01a,toycow,blankImage,blankImage,blankImage,None,0,9,9,9,,,,,,,,,,,51.698792000010144,52.6987841000082,52.68214250000892,53.31348140002228,53.31348140002228,None,right,0.39239729999098927,53.96858130002511,None,53.96858130002511,None,54.38216830001329,None,right,0.1314604000071995,54.38216830001329,None,resources\JPG\toycow.jpg,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1A_T2A,1,A,A,8,9,7,3,12,Moose,Did you see the Moose?,0.05,0.016,JPG\,clothespin03b,corkscrew03a,drillbit03a,fusilli03a,needlenosepliers01,perfume01a,pistachio,scrubbingbrush05b,spatula03,toothpaste,toyelephant,toydinosaur,blankImage,blankImage,blankImage,blankImage,blankImage,None,0,10,10,10,,,,,,,,,,,54.53707070002565,55.54871180001646,55.53200300000026,56.14396200000192,56.14396200000192,None,right,0.33912140000029467,56.89480590002495,None,56.89480590002495,None,57.26564010002767,None,right,0.1411534000071697,57.26564010002767,None,resources\JPG\toyelephant.jpg,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag5_T1A_T2A,5,A,A,6,11,5,5,16,castle,Did you see the castle?,0.05,0.016,JPG\,tape02a,englishmuffin,flask,ladle02a,deskchair01,peach01,plasticflower01a,squeegee01b,telephone01b,whisk,lunchbox01,syringe02,baguette01,bicyclehelmet,box01,coffeepot03a,blankImage,None,0,11,11,11,,,,,,,,,,,57.44174040001235,58.44889330002479,58.43235780001851,59.06235540000489,59.06235540000489,None,right,0.269465500023216,59.949248600023566,None,59.949248600023566,None,60.24891130000469,None,right,0.1206878999946639,60.24891130000469,None,resources\JPG\box01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.39901540000574,None,space,3.093774699984351,60.39901540000574,None,,,,,,,,,,,,,,,,,,,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,giraffe,Did you see the giraffe?,0.3,0.016,JPG\,pencil01,foosballtable,banana01,lipstick02a,toaster01,grape01,key01,giraffe,blender,pineapple01a,strawberry,teabag,dandelion,paintbrush01,blankImage,blankImage,blankImage,giraffe,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25237870001001,65.26550050001242,65.24903990002349,65.92800820001867,65.92800820001867,None,70.06751720001921,None,right,0.7082112999923993,70.06751720001921,None,70.79861980001442,None,right,0.1895543999853544,70.79861980001442,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,owl,Did you see the owl?,0.3,0.016,JPG\,paintbrush01,eraser,medal02b,hammer01,speaker04,greathornowl,blender,comb02a,plate01b,clock01a,button01,globe,blankImage,blankImage,blankImage,blankImage,blankImage,greathornowl,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.09262450001552,72.09861570000066,72.08181640002294,72.69970510000712,72.69970510000712,None,76.2930047000118,None,right,0.37132579999160953,76.2930047000118,None,76.68174770000041,None,right,0.17195660001016222,76.68174770000041,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,handcuffs,Did you see the handcuffs?,0.3,0.016,JPG\,sewingmachine01a,scarf,carrot01,book01b,eraser,handcuffs,blender,lipstick02a,printer02,garlic01a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,handcuffs,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.88170020002872,77.8819851000153,77.86536030002753,78.50885700000799,78.50885700000799,None,81.61174870000104,None,right,0.4445440999988932,81.61174870000104,None,82.08175950002624,None,right,0.19130910001695156,82.08175950002624,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,horse,Did you see the horse?,0.3,0.016,JPG\,watermelon01,pencil01,microscope,blueberry01,computerkeyboard02,lamp04a,horse,blender,sock01a,key01,binoculars01b,cauliflower01,ashtray01,blankImage,blankImage,blankImage,blankImage,horse,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.29946010001004,83.31496170000173,83.29835910000838,83.93281390002812,83.93281390002812,None,87.85093400001642,None,right,0.5055997000017669,87.85093400001642,None,88.38165550000849,None,right,0.18818029999965802,88.38165550000849,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,snowman,Did you see the snowman?,0.3,0.016,JPG\,comb02a,watch02a,scissors01,dice05a,tableknife02,snowman,blender,printer02,dandelion,spoon01,ashtray01,battery02b,blankImage,blankImage,blankImage,blankImage,blankImage,snowman,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59875730000203,89.59821320002084,89.59821320002084,90.21919730000081,90.21919730000081,None,93.83567340002628,None,right,0.4782040999853052,93.83567340002628,None,94.33150770000066,None,right,0.21181050001177937,94.33150770000066,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,squirrel,Did you see the squirrel?,0.3,0.016,JPG\,pencil01,orange,clock01a,sponge01,squirrel,blender,lipstick02a,strawberry,book01b,mushroom01,envelope03a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,squirrel,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7079298000026,95.71477150000283,95.69815040001413,96.3186696000048,96.3186696000048,None,99.63274880000972,None,right,0.4593802999879699,99.63274880000972,None,100.11473360002856,None,right,0.1660789999878034,100.11473360002856,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,4,12,zipper,Did you see the zipper?,0.3,0.016,JPG\,sandal,fan,printer02,cellphone,mushroom01,candle08b,zipper,blender,lamp04a,hammer01,teabag,stapler03a,blankImage,blankImage,blankImage,blankImage,blankImage,zipper,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,resources\JPG\zipper.jpg,,,,,,,100.30645240002195,101.31490780002787,101.29823640000541,101.93432370002847,101.93432370002847,None,105.59357230001478,None,right,0.355306199984625,105.59357230001478,None,105.96490990000893,None,right,0.17770940001355484,105.96490990000893,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,bowling ball,Did you see the bowling ball?,0.3,0.016,JPG\,dandelion,pineapple01a,broom01,pen04b,sock01a,sandal,foosballtable,bowlingball,blender,toothbrush03b,celery,candle08b,tennisball01b,blankImage,blankImage,blankImage,blankImage,bowlingball,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.17291170000681,107.18131690000882,107.1479405000282,107.75632060001954,107.75632060001954,None,111.76030460000038,None,right,0.3828649999923073,111.76030460000038,None,112.164804,None,right,0.15463180001825094,112.164804,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,bowling pin,Did you see the bowling pin?,0.3,0.016,JPG\,strawberry,leaf02a,clock04,candle01,avocado01,bowlingpin,blender,brownsugar,ring01,lemon02,fork03c,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,bowlingpin,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.41209520000848,113.41457950000768,113.41457950000768,114.05756810001913,114.05756810001913,None,117.29941910001799,None,right,0.48094229999696836,117.29941910001799,None,117.79780680002295,None,right,0.17106629998306744,117.79780680002295,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,candy cane,Did you see the candy cane?,0.3,0.016,JPG\,shirt02,match,screw02,foosballtable,candycane01a,blender,sewingmachine01a,watch02a,button01,comb02a,dice05a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,candycane01a,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.00158070001635,119.01461290000589,118.99796400000923,119.62255440000445,119.62255440000445,None,122.94108540000161,None,right,0.43658849998610094,122.94108540000161,None,123.39781900000526,None,right,0.1632374000037089,123.39781900000526,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,dolphin,Did you see the dolphin?,0.3,0.016,JPG\,coffeemaker,belt02a,rice,screwdriver04b,dolphin01,blender,candle08b,pear01,feather03a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,dolphin01,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.58095750000211,124.5809930000105,124.56435810000403,125.19192360001034,125.19192360001034,None,127.96449090001988,None,right,0.6853362999972887,127.96449090001988,None,128.68111240002327,None,right,0.2360245000163559,128.68111240002327,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,camel,Did you see the camel?,0.3,0.016,JPG\,iron01b,brick,broccoli01a,balloon01b,dromedary,blender,sandal,teabag,scissors01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,dromedary,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0156827000028,130.03099600001588,130.01426500000525,130.63719860001584,130.63719860001584,None,133.37724930001423,None,right,0.5135308000026271,133.37724930001423,None,133.91422830001102,None,right,0.1812766999937594,133.91422830001102,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,football,Did you see the football?,0.3,0.016,JPG\,toaster01,garlic01a,stapler03a,fan,comb02a,football,blender,watch02a,onion,blueberry01,toiletpaper01a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,football,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1152750000183,135.114389400027,135.114389400027,135.74011130002327,135.74011130002327,None,139.04410700002336,None,right,0.45623260000138544,139.04410700002336,None,139.5308156000101,None,right,0.1571410000033211,139.5308156000101,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,golf ball,Did you see the golf ball?,0.3,0.016,JPG\,foosballtable,cigarette,pen04b,birthdaycandle,golfball,blender,binoculars01b,chain01,potato02b,cauliflower01,paintbrush01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,golfball,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.71689330000663,140.73079480000888,140.71413920001942,141.34863960000803,141.34863960000803,None,144.7652602000162,None,right,0.3902480000106152,144.7652602000162,None,145.18072980002034,None,right,0.15127279999433085,145.18072980002034,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,Guitar case,Did you see the Guitar case?,0.3,0.016,JPG\,broccoli01a,scissors01,toothbrush03b,foosballtable,guitarcase,blender,hammer01,toiletpaper01a,cd,garlic01a,carrot01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,guitarcase,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.37094960000832,146.3806943000236,146.36407330000657,146.99266530000023,146.99266530000023,None,150.38190070001292,None,right,0.4799093999899924,150.38190070001292,None,150.88063960001455,None,right,0.14140630001202226,150.88063960001455,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,jelly beans,Did you see the jelly beans?,0.3,0.016,JPG\,lipstick02a,cucumber,candle08b,printer02,grape01,jellybean,blender,lighter01,belt02a,balloon01b,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,jellybean,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.05000400001882,152.06395620002877,152.04740220002714,152.65601880001486,152.65601880001486,None,155.7517402000085,None,right,0.4769197999848984,155.7517402000085,None,156.24759740001173,None,right,0.14439210001728497,156.24759740001173,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,kangaroo,Did you see the kangaroo?,0.3,0.016,JPG\,candle01,shirt02,brick,orange,kangaroo,blender,pizza,thermometer02b,book01b,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,kangaroo,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4210864000197,157.4305183000106,157.41387900002883,158.01356540000415,158.01356540000415,None,160.7333882000239,None,right,0.49500530000659637,160.7333882000239,None,161.2471157000109,None,right,0.1666968000063207,161.2471157000109,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,kite,Did you see the kite?,0.3,0.016,JPG\,scissors01,balloon01b,eraser,feather03a,banana01,candle01,measuringcup01,kite,blender,strawberry,pear01,carrot01,globe,blankImage,blankImage,blankImage,blankImage,kite,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.4349808000261,162.44726580000133,162.4306562000129,163.02716360002523,163.02716360002523,None,167.04814700002316,None,right,0.41158899999572895,167.04814700002316,None,167.48029790000874,None,right,0.16601569997146726,167.48029790000874,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,Light switch,Did you see the Light switch?,0.3,0.016,JPG\,iron01b,orange,birthdaycandle,potato02b,lightswitch01,blender,key01,candle08b,celery,tableknife02,pen04b,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,lightswitch01,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.73674530000426,168.7469522000174,168.73030220001237,169.36912420002045,169.36912420002045,None,172.6202167000156,None,right,0.39165169998886995,172.6202167000156,None,173.03021620001527,None,right,0.13908930000616238,173.03021620001527,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,locker,Did you see the locker?,0.3,0.016,JPG\,toiletpaper01a,lipstick02a,potato02b,speaker04,globe,strawberry,locker,blender,sock01a,candle08b,pen04b,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,locker,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.19689600000856,174.19695480001974,174.1802668000164,174.81002440000884,174.81002440000884,None,178.20446200002334,None,right,0.44590900000184774,178.20446200002334,None,178.68026380002266,None,right,0.13920299999881536,178.68026380002266,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,mail box,Did you see the mail box?,0.3,0.016,JPG\,paintbrush01,dice05a,watermelon01,broccoli01a,hammer01,leaf02a,match,mailbox01,blender,fan,lipstick02a,grape01,blankImage,blankImage,blankImage,blankImage,blankImage,mailbox01,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.85908310001832,179.86346190000768,179.846915800008,180.45932270001504,180.45932270001504,None,184.14395270001842,185.146736100025,right,1.0114691000198945,184.14395270001842,None,185.18017240002519,None,right,0.13978040000074543,185.18017240002519,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,mail box,Did you see the mail box?,0.3,0.016,JPG\,watermelon01,banana01,ring01,pencil01,mailbox02,blender,cucumber,thermometer02b,key01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,mailbox02,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.34687770000892,186.34691050002584,186.33009930001572,186.95599800001946,186.95599800001946,None,189.72595390002243,None,right,0.3874253999965731,189.72595390002243,None,190.13001250001253,None,right,0.16309819999150932,190.13001250001253,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,mattress,Did you see the mattress?,0.3,0.016,JPG\,button01,celery,birthdaycandle,apple07,avocado01,tennisball01b,dice05a,mattress,blender,feather03a,tomato01,scarf,orange,blankImage,blankImage,blankImage,blankImage,mattress,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.31456160001107,191.33002390002366,191.31331409999984,191.9292120000173,191.9292120000173,None,195.8914594000089,None,right,0.40219300001626834,195.8914594000089,None,196.31325090001337,None,right,0.1637256999965757,196.31325090001337,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,Pumpkin,Did you see the Pumpkin?,0.3,0.016,JPG\,binoculars01b,speaker04,sandal,envelope03a,pumpkin,blender,battery02b,chain01,measuringcup01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,pumpkin,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.4965051000181,197.49652880002395,197.49652880002395,198.11157740000635,198.11157740000635,None,200.9317726000154,None,right,0.40545839999685995,200.9317726000154,None,201.363485400012,None,right,0.14932840000255965,201.363485400012,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,school bus,Did you see the school bus?,0.3,0.016,JPG\,stapler03a,banana01,scissors01,coffeemaker,shirt02,leaf02a,schoolbus,blender,fork03c,tableknife02,balloon01b,match,toothbrush03b,blankImage,blankImage,blankImage,blankImage,schoolbus,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.59477830000105,202.5965864000027,202.5965864000027,203.21753930000705,203.21753930000705,None,207.10969190002652,None,right,0.392592499993043,207.10969190002652,None,207.53002120001474,None,right,0.16880770001444034,207.53002120001474,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
